lineItem/UsageAccountId,lineItem/ProductCode,lineItem/UsageType,product/region,lineItem/UsageStartDate,lineItem/UnblendedCost,lineItem/CurrencyCode
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-15T00:00:00Z,45.70,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-15T00:00:00Z,9.50,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-15T00:00:00Z,20.72,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-16T00:00:00Z,44.45,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-16T00:00:00Z,7.95,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-16T00:00:00Z,19.15,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-17T00:00:00Z,45.20,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-17T00:00:00Z,8.40,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-17T00:00:00Z,19.58,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-18T00:00:00Z,45.95,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-18T00:00:00Z,8.85,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-18T00:00:00Z,20.01,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-19T00:00:00Z,46.70,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-19T00:00:00Z,9.30,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-19T00:00:00Z,20.44,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-20T00:00:00Z,42.78,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-20T00:00:00Z,8.86,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-20T00:00:00Z,18.86,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-21T00:00:00Z,41.50,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-21T00:00:00Z,7.30,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-21T00:00:00Z,17.29,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-22T00:00:00Z,46.95,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-22T00:00:00Z,8.65,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-22T00:00:00Z,19.73,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-23T00:00:00Z,47.70,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-23T00:00:00Z,9.10,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-23T00:00:00Z,20.16,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-24T00:00:00Z,48.45,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-24T00:00:00Z,9.55,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-24T00:00:00Z,20.59,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-25T00:00:00Z,49.20,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-25T00:00:00Z,10.00,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-25T00:00:00Z,21.02,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-26T00:00:00Z,47.95,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-26T00:00:00Z,8.45,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-26T00:00:00Z,19.45,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-27T00:00:00Z,43.79,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-27T00:00:00Z,7.97,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-27T00:00:00Z,17.85,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-28T00:00:00Z,44.51,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-28T00:00:00Z,8.41,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-28T00:00:00Z,18.28,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-29T00:00:00Z,50.20,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-29T00:00:00Z,9.80,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-29T00:00:00Z,20.74,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-06-30T00:00:00Z,50.95,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-06-30T00:00:00Z,10.25,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-06-30T00:00:00Z,21.17,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-01T00:00:00Z,49.70,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-01T00:00:00Z,8.70,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-01T00:00:00Z,19.60,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-02T00:00:00Z,50.45,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-02T00:00:00Z,9.15,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-02T00:00:00Z,20.03,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-03T00:00:00Z,51.20,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-03T00:00:00Z,9.60,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-03T00:00:00Z,20.46,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-04T00:00:00Z,46.79,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-04T00:00:00Z,9.09,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-04T00:00:00Z,18.84,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-05T00:00:00Z,47.51,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-05T00:00:00Z,9.53,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-05T00:00:00Z,19.27,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-06T00:00:00Z,51.45,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-06T00:00:00Z,8.95,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-06T00:00:00Z,19.75,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-07T00:00:00Z,52.20,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-07T00:00:00Z,9.40,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-07T00:00:00Z,20.18,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-08T00:00:00Z,52.95,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-08T00:00:00Z,9.85,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-08T00:00:00Z,20.61,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-09T00:00:00Z,53.70,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-09T00:00:00Z,10.30,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-09T00:00:00Z,21.04,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-10T00:00:00Z,54.45,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-10T00:00:00Z,10.75,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-10T00:00:00Z,21.47,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-11T00:00:00Z,47.80,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-11T00:00:00Z,8.20,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-11T00:00:00Z,17.83,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-12T00:00:00Z,48.52,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-12T00:00:00Z,8.65,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-12T00:00:00Z,18.26,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-13T00:00:00Z,54.70,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-13T00:00:00Z,10.10,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-13T00:00:00Z,20.76,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-14T00:00:00Z,55.45,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-14T00:00:00Z,10.55,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-14T00:00:00Z,21.19,USD
111122223333,AmazonEC2,BoxUsage:t3.medium,us-east-1,2026-07-15T00:00:00Z,56.20,USD
111122223333,AmazonS3,TimedStorage-ByteHrs,us-east-1,2026-07-15T00:00:00Z,11.00,USD
111122223333,AmazonRDS,InstanceUsage:db.t3.small,us-west-2,2026-07-15T00:00:00Z,21.62,USD
